Group,Age,Gender,Frequency_of_Trips,Income
A,27,0,4,2195.230961510488
A,42,1,10,3941.6021841654506
A,35,0,6,2658.165898028291
A,36,1,2,3706.3339016295836
A,53,1,4,2889.3145450765714
A,27,1,3,2434.5978977237783
A,50,0,9,3254.5341949645017
A,67,0,6,2804.471571533535
A,22,0,3,2896.4494471683765
A,64,0,7,3072.4529671698842
A,66,1,5,2593.8935821256555
A,52,0,7,2189.4318229398204
A,61,1,7,2974.365192632831
A,51,1,2,3481.958851316918
A,50,0,7,2549.2043705441224
A,38,0,3,3076.981133132818
A,34,0,7,3752.7535742745986
A,39,1,5,2955.117556363076
A,65,0,8,3043.0471858979295
A,54,1,3,3027.606176800193
A,32,0,7,2658.82778705347
A,52,1,4,2503.322740783312
A,45,0,3,2505.368815339463
A,24,0,3,3184.0915985036368
A,49,1,2,3378.936180966372
A,28,0,9,3402.541119218926
A,27,0,10,2810.7285731222687
A,26,0,7,3546.654270465323
A,31,0,7,3153.6819097552134
A,30,0,4,3035.3711108955094
A,42,0,4,1330.3216686982075
A,19,0,5,2591.2951941968086
A,52,1,3,2239.451048881362
A,24,1,7,3313.5367535320547
A,38,0,4,3047.5166659650163
A,35,0,4,2464.0068068074456
A,20,0,4,3152.181279233831
A,59,1,8,2288.2538168968263
A,56,1,5,2478.1184508662077
A,58,0,3,2644.8893345675297
A,66,1,11,3270.0681609224325
A,28,0,7,3699.7208396019514
A,56,0,5,2706.9957758280325
A,41,0,6,3661.2293208041383
A,63,0,2,3023.7017753057303
A,36,1,1,3118.0690804626115
A,21,1,3,2968.097721136278
A,43,0,5,2901.3431233069673
A,55,1,7,3219.6500183694625
A,59,1,3,3370.1605930910223
A,49,0,4,2557.6943481820736
A,56,1,2,2905.349765215247
A,62,0,5,3834.6375486116326
A,63,0,2,3088.5943271592614
A,53,0,5,3143.3469272145744
A,57,0,7,3583.6342694837135
A,54,1,3,2749.377750357669
A,50,0,6,2983.019689049374
A,53,1,3,3408.42244829929
A,20,0,10,3619.451115639171
A,26,0,5,1817.4283532472932
A,25,1,3,2631.665604552313
A,50,0,7,2500.8173468253626
A,23,1,3,2938.087448303976
A,58,1,5,2538.663611703266
A,56,0,4,3332.052749754954
A,21,0,7,3086.2051705244508
A,30,0,4,3444.595084677082
A,66,0,4,3476.503978686784
A,19,0,3,3339.543009207924
A,22,0,6,2832.104724444988
A,61,1,10,3052.1387693783117
A,44,1,3,2769.563047340099
A,49,0,5,2317.6323430151047
A,38,1,4,3476.8939235438575
A,25,1,5,2957.9676863653513
A,55,0,2,2248.6940179376934
A,25,0,3,3268.4747855438004
A,67,1,4,2888.025541188626
A,20,0,6,1970.0980136895605
A,61,1,7,2313.1353637676607
A,20,0,4,2649.694420669452
A,39,1,7,3105.256029221943
A,23,1,4,3394.0099925252803
A,19,1,5,3376.884465348778
A,40,1,6,3301.431477465151
A,61,0,9,2982.8188141540104
A,19,0,3,3861.1161552991084
A,55,1,9,3349.935621999943
A,34,1,6,3111.052684621145
A,52,0,2,3283.29405286518
A,51,0,9,2800.4824984221987
A,40,1,4,2971.378199482523
A,47,1,5,1959.0229802242193
A,69,1,5,2806.626168761199
A,25,1,4,3879.944007883387
A,39,1,3,3074.187638643548
A,61,0,5,3053.369888680806
A,53,1,4,3499.3020475746403
A,22,0,3,3178.9127078111887
A,30,0,5,2606.7580978717024
A,46,0,6,3011.8287560951617
A,48,1,9,2432.3904376607425
A,64,0,3,3091.806085310142
A,33,0,5,2581.1250237980294
A,59,0,7,3464.147306016872
A,47,0,5,2744.8796891143356
A,33,1,2,2587.6480454327275
A,29,1,5,2943.584005844261
A,34,0,7,3182.6959095648567
A,33,0,8,2396.334001580079
A,29,1,2,2739.366701338207
A,25,1,3,3052.5811528467016
A,37,1,6,3669.1842747682635
A,20,0,3,1735.6421178531125
A,33,1,6,3307.581601841619
A,47,0,10,2808.2172177969464
A,62,0,2,2752.694826552166
A,40,1,6,2659.436519932121
A,45,0,5,2818.0522081828717
A,68,1,3,3310.408600455997
A,57,0,4,2731.6067644223626
A,22,1,5,3829.2960079068116
A,37,0,5,3311.933392146202
A,57,0,9,3098.9860625764354
A,61,1,6,2916.971941091688
A,18,1,4,3594.927101914051
A,47,1,3,3668.0098433791577
A,38,1,4,2419.308926372878
A,37,0,2,2649.050947300455
A,23,1,5,3317.3151031960138
A,39,1,4,3468.340472222011
A,35,0,2,2849.829725845366
A,25,1,5,2628.7775701437486
A,56,1,11,3039.306312983272
A,49,0,4,3738.346715372992
A,50,1,6,3020.5171300260713
A,33,1,2,2368.0296150874346
A,29,1,4,3054.7916137887105
A,55,1,9,3391.374035614927
A,69,1,2,2949.311344325121
A,51,1,5,3629.0834062419553
A,31,0,4,3432.9245177587427
A,53,1,5,2969.1205381518225
A,50,0,3,3021.572009820231
A,40,0,4,2079.120147408388
A,67,0,5,3605.1133624560816
A,62,0,7,2835.2413256648447
A,19,1,6,2800.0216303618254
A,58,1,5,2725.0731967362913
A,38,1,7,3228.348781245048
A,19,0,5,2435.65349961867
A,44,1,9,2507.913609143728
A,26,1,5,2973.7374491503233
A,18,1,5,2686.743334207566
A,28,0,8,3167.6167866865408
A,20,0,4,2705.0553603169087
A,69,1,2,3797.5181321877935
A,40,0,5,3346.728753392202
A,43,0,3,3340.4431061894743
A,21,1,2,2697.519123089346
A,35,0,5,4202.839837219724
A,23,0,8,2780.494492862836
A,52,1,3,2643.0948613549417
A,39,0,4,3353.371298477674
A,60,0,11,3097.6140664701657
A,32,0,4,2590.807845379411
A,39,0,7,4097.923581044291
A,54,0,1,3487.799749096419
A,69,0,3,3002.0026506339696
A,59,0,2,4200.555065541631
A,29,0,6,3405.3900721441264
A,64,1,3,2994.0495151035534
A,66,1,5,4140.718822588464
A,59,1,8,3329.492366737103
A,55,1,8,3307.622631160185
A,35,0,2,2806.826186419749
A,62,1,6,3024.7067428498235
A,52,1,7,2794.6535020678925
A,47,0,3,3719.867873020726
A,41,0,4,2195.2929282912683
A,59,0,8,3682.935216532424
A,47,0,6,2561.328735651028
A,31,0,5,2971.0393984182438
A,23,1,2,2852.391806087885
A,20,0,6,2739.9237567523965
A,33,1,5,3344.8920740677468
A,24,1,8,2997.4053933355954
A,69,0,3,2666.150619925557
A,31,1,5,3076.997765088897
A,26,1,4,2651.956636666745
A,32,0,7,2731.112250499289
A,38,1,9,2251.3684554805973
A,52,1,6,2774.8455032576185
A,19,1,13,3247.1022631972673
A,44,0,3,3018.5624589790186
A,19,0,7,3907.5318344865714
A,52,0,5,4306.408736860652
A,35,1,6,2767.8908018396382
A,31,0,11,2583.3411211478556
A,37,1,7,3564.908273179472
A,35,0,4,3167.6041210162725
A,27,1,8,3567.9371385074865
A,42,0,6,3199.4153656022545
A,19,0,4,2902.821076662113
A,42,1,4,2905.6574758906104
A,50,0,7,3216.388389183025
A,53,1,8,2894.44305214257
A,48,0,3,3609.7506215989347
A,31,0,8,2348.831380249402
A,18,1,6,3607.0718180305485
A,63,1,8,2063.299626041982
A,33,1,3,3072.5511431806112
A,63,0,3,2834.4786346882256
A,69,1,7,2241.8221481744094
A,20,0,6,1969.9902916606313
A,52,1,6,2451.2426649474155
A,58,1,4,3022.8421632801696
A,23,1,3,2698.9079356101406
A,42,1,7,2479.525549414411
A,30,1,7,3676.1405414611927
A,51,1,7,2383.9076610357192
A,25,0,5,3339.5586657747235
A,38,1,4,2555.5014958088977
A,51,0,4,2438.5970334207195
A,21,1,7,2698.0806865385543
A,42,1,5,3309.9580236020556
A,32,1,4,2314.26712170096
A,21,0,3,3143.7276302533505
A,62,0,3,2519.620001164307
A,29,1,3,2609.6165648769743
A,49,0,6,3200.3207945205327
A,49,1,5,4086.741414972239
A,45,1,5,2544.4915050062004
A,30,0,4,3359.9402918285004
A,48,0,8,2843.64381138352
A,31,0,7,2762.6282726016016
A,37,0,4,3535.688004875077
A,35,1,3,2578.238594570055
A,46,0,4,2422.9433866026225
A,23,0,7,3230.087897609543
A,49,1,9,3797.3918982433734
A,46,0,8,3374.997352645576
A,60,0,3,2296.491309631733
A,19,0,5,2692.333478015541
A,40,0,6,3489.7991207884043
A,36,1,7,3790.5551089543
A,48,1,6,3114.3556626372106
A,68,0,5,2710.413732946103
A,22,0,8,3823.0094196843093
A,36,1,7,2962.7032074224157
A,51,0,4,2697.09571292282
A,27,0,6,2612.5337309124834
A,42,0,9,2402.4908265055724
A,19,0,6,4416.790214728299
A,28,0,5,3710.4789327302947
A,67,0,4,2671.853341974861
A,48,0,3,3865.912963360958
A,32,0,0,3266.6510867015754
A,26,0,6,3237.054000659574
A,40,1,3,2641.041484941986
A,36,1,4,2742.9364109270273
A,26,1,4,2978.78798270838
A,52,0,8,2017.2255027799388
A,38,0,3,2756.589928300465
A,26,1,4,3002.2448156167134
A,45,0,2,3654.759453233619
A,63,1,5,2691.7262269657144
A,68,0,7,3406.0690555572364
A,24,1,9,1969.7530899644157
A,33,1,8,3583.5150877363676
A,33,1,10,2549.8265164441177
A,50,0,6,3065.13648453738
A,21,1,14,3203.1715595896094
A,21,0,3,3105.0897786779296
A,56,0,6,2946.6101206730173
A,57,0,8,2379.241857313355
A,34,0,4,2555.2295408552536
A,54,0,6,3498.2159716108017
A,56,0,8,2701.311270603293
A,69,0,9,2948.352203318254
A,46,1,6,2253.956871454709
A,69,1,9,3429.2866807624628
A,53,1,1,2340.2584799299552
A,55,0,6,3457.9814043010538
A,56,0,6,2468.644119678282
A,67,0,7,3507.2540151638873
A,54,0,4,3005.096457653163
A,69,1,13,2720.621301776455
A,52,0,3,3800.2008777240617
A,24,1,5,2965.5725035908836
A,44,0,4,2819.0938533720105
A,45,1,4,3454.5589637990047
A,39,0,8,2259.771444240002
A,31,1,3,1736.4171979917035
A,24,0,2,3578.9899868184384
A,54,1,4,2581.848960673984
A,39,0,5,3432.3112126932497
A,22,1,5,3023.08118588901
A,19,1,6,2418.0052679362607
A,44,0,7,3303.6412098370984
A,38,1,6,2794.914904884461
A,55,0,4,2461.329831846744
A,32,0,10,2474.3518139016237
A,38,0,7,2133.580622914136
A,27,1,5,3201.512441091369
A,40,1,2,2532.2996277774037
A,56,0,5,2982.6389361475726
A,22,0,4,2909.1387527438137
A,18,1,3,2529.2216594101646
A,30,1,2,2238.5501429305896
A,38,1,2,4266.855414565065
A,43,0,6,2975.7337370108758
A,67,0,12,3911.6914763801487
A,62,0,7,3582.468391863395
A,38,0,1,2839.4173492547957
A,35,0,8,3090.4823186699045
A,54,1,4,3075.957890983574
A,62,0,3,3922.10034446622
A,49,1,10,3414.9168458217064
A,53,1,2,2596.363626986865
A,34,0,7,3175.8094182773625
A,52,1,3,3402.1571707101266
A,66,0,5,2412.340475547463
A,28,1,5,3247.074672402676
A,38,0,9,3672.74447810256
A,69,0,2,2571.263674187427
A,43,1,7,2640.340716207745
A,21,0,5,3580.2362526736697
A,51,1,6,2822.8818435467538
A,69,0,4,2508.995793290451
A,65,0,5,3441.1365215170376
A,35,0,6,3288.42711836292
A,57,1,10,3047.196953748039
A,52,1,7,3562.291314224352
A,58,0,2,3597.817621597278
A,46,1,7,2958.58854558861
A,69,0,5,3987.163193776352
A,46,1,9,3791.694976713499
A,55,1,4,2007.8507750546955
A,59,0,7,2484.9412882834094
A,38,0,3,1872.3540901788806
A,59,0,7,2837.642502637623
A,30,0,6,2394.390900849968
A,66,0,3,2592.8408006301624
A,58,1,5,3545.2840733914363
A,34,1,4,2122.5854701324597
A,26,0,7,3064.867870515406
A,58,0,6,3061.838221240207
A,18,0,3,2958.805356223928
A,19,1,3,3065.389340989887
A,65,0,2,1883.8591447921194
A,46,0,6,2595.222742101154
A,50,1,5,3771.500432628695
A,27,1,6,2401.5644572451597
A,67,1,5,3833.3054067821
A,57,1,6,2296.5887941107967
A,38,0,3,2236.4796837938393
A,45,1,5,2524.1105913679517
A,28,1,8,3564.5414841434595
A,51,0,6,2726.939585125311
A,25,0,4,3172.7034942195714
A,39,0,4,3036.818461008602
A,25,1,2,2972.76890863484
A,66,0,6,3637.059046303787
A,32,1,10,3385.7589704935194
A,34,1,5,2428.548401418812
A,40,1,3,2862.2146082041677
A,41,0,7,3871.719910015416
A,62,1,6,3159.780894583968
A,36,0,5,2246.07701795434
A,22,0,6,2281.480548811605
A,49,0,1,3445.0726542831117
A,61,1,5,3351.2186585880318
A,18,1,4,2539.317212431334
A,40,1,9,3373.8150894871733
A,54,0,9,3799.6960683596244
A,25,1,6,3728.9294198303005
A,30,1,9,3802.1390184112283
A,25,1,7,3277.7443875314025
A,40,1,2,2911.170090435056
A,60,1,3,2798.759959766582
A,18,0,4,2991.3065556935785
A,62,0,5,2561.988347771567
A,68,0,8,2820.3506377404847
A,41,0,4,3637.5598741488006
A,52,1,4,2195.4644957812534
A,41,0,4,2229.6651371542907
A,34,1,3,3415.2653022092145
A,22,0,2,2824.9135376582626
A,37,0,5,2037.178487720833
A,38,0,9,2969.33292182978
A,57,1,6,2897.9392075931964
A,48,1,3,2784.457761754333
A,63,0,4,3342.8530132407423
A,53,1,3,2333.4022156042015
A,28,0,4,3006.4927074297975
A,69,0,3,2894.5137526937815
A,32,0,5,3018.912613955852
A,36,1,6,2133.90692093164
A,24,0,8,2738.6755559299954
A,68,0,2,3009.884595518614
A,45,0,6,3270.579818148948
A,68,1,4,3923.1982527062496
A,60,0,5,3402.9741943695103
A,22,1,5,3230.5776003167075
A,22,0,7,3635.7373961401886
A,47,1,7,2848.088776728383
A,49,0,6,3776.9640818174275
A,25,0,5,3559.636395031058
A,27,1,2,2777.061104678769
A,55,1,0,3961.9775878666455
A,64,0,4,3223.467657453339
A,49,1,4,4096.484488030869
A,65,0,2,3151.591127141653
A,45,0,5,2719.035070244682
A,34,0,8,2616.231678323297
A,48,1,5,2822.1282726335303
A,25,0,7,2714.352528985167
A,57,1,7,3635.694278479347
A,42,0,6,2985.512877724874
A,26,1,6,2192.9886637187956
A,19,1,5,3106.5021579358445
A,32,0,5,3062.756521555143
A,67,1,4,2765.6961894154947
A,20,0,10,3133.7960109921355
A,66,0,2,2977.9452834355516
A,53,0,8,3316.882683688283
A,21,0,2,3287.4894693416104
A,31,0,4,3182.4514281995357
A,58,1,7,2350.5720481149674
A,58,0,3,4059.5083640711555
A,42,1,6,2222.0071483338447
A,67,1,10,2935.645411592455
A,27,0,5,2452.7833243255986
A,38,1,4,3198.1690808300627
A,53,0,4,3069.2028624036543
A,29,1,7,2915.6169576898956
A,44,1,4,3758.886391968926
A,57,1,1,3554.2479585885585
A,19,0,4,2836.4423284542345
A,30,1,2,3402.067320958127
A,49,0,12,3782.340128919227
A,48,1,4,3550.6725197714813
A,33,1,7,2931.8907072662482
A,49,1,8,2204.8495492852417
A,49,1,6,3162.3239524599303
A,51,0,8,3334.305167696995
A,28,0,4,2615.1915498582393
A,27,1,1,3011.272633529021
A,32,1,3,2958.5560956169875
A,34,0,4,3693.855317902621
A,57,0,4,3926.9080877950446
A,35,0,5,3587.607235150351
A,26,0,6,2957.2221584119447
A,42,1,7,3573.8581234739086
A,57,1,7,3324.3941029151347
A,31,0,2,2962.55021180913
A,42,0,6,4046.19514450165
A,67,0,6,2630.99078005875
A,39,0,4,3301.9544878047714
A,69,0,6,3419.780322776962
A,47,0,8,2856.2505802381334
A,37,1,6,3279.569093939671
A,38,1,2,3472.7486251105724
A,61,1,3,3122.3172102639573
A,49,0,9,3236.247781671391
A,68,0,6,3052.7155614745107
A,63,0,8,3398.760055763355
A,66,1,3,2885.510665403097
A,38,0,5,2844.101108303573
A,52,0,9,3010.2800769245755
A,49,1,5,3591.834437099155
A,47,0,2,2126.318425664508
A,56,1,7,2545.3153416445916
A,66,1,2,4137.885024142721
A,29,0,2,3137.5942083871496
A,58,1,6,2796.481976518649
A,64,0,5,3397.4259177441436
A,35,1,7,2607.486499898987
A,38,0,6,1948.6055439025063
A,30,1,5,3177.3999738736943
A,38,0,7,2634.6080829775856
A,25,1,5,3050.69488906495
A,63,1,5,3164.7003949192344
A,57,1,9,3071.0580847828887
A,63,0,7,2145.5022939440087
A,24,0,3,3013.140421293704
A,40,1,7,3222.3009706822036
A,61,0,6,2299.9703683878774
A,49,1,7,2240.4132205767332
A,28,0,3,2465.4877070728016
A,39,1,4,3373.3823693801182
A,39,0,7,2000.8421267562146
A,60,1,8,3414.886925572177
A,42,1,5,3196.0278741451148
A,39,1,5,2871.249024734043
A,45,1,5,2259.6851687997937
A,46,0,4,2601.7662275543908
A,30,1,5,3390.9520260053173
A,35,0,5,3628.3626009216805
A,19,0,3,2484.318591179368
A,46,1,3,3570.9317551418894
A,38,0,3,3342.937616354064
A,32,0,3,2996.5814011176076
A,69,0,6,2631.072435179799
A,44,1,6,2709.304989360005
A,67,0,6,3911.4613080771496
A,48,0,5,3089.220907106529
A,32,1,3,3664.934171005454
A,68,1,6,3120.7789916440706
A,40,0,6,2773.6510372042835
A,41,1,5,3292.045090217568
A,61,0,4,4078.917536039946
A,30,0,5,2677.9416697569513
A,39,0,6,3456.9344517236764
A,60,1,4,3095.254491143813
A,54,0,4,2275.2409918138437
A,50,1,4,2264.0630785800417
A,20,1,6,2774.0081265307267
A,36,0,4,3173.7442920704593
A,40,1,3,3439.1864848442565
A,46,1,4,2214.543473009383
A,47,1,6,3326.3487600785684
A,56,1,4,2940.8098722348973
A,61,1,3,3001.656890766274
A,64,0,6,3294.3059230164226
A,42,1,6,3873.052660058662
A,54,0,3,3151.820900203049
A,64,0,3,2321.6315086454797
A,25,0,2,2906.4537435353877
A,59,0,3,3426.067011573241
A,33,0,5,3442.5216984582735
A,25,0,7,3332.9121870451536
A,18,1,3,2744.9844223304653
A,61,1,3,2316.087351191353
A,22,1,6,3294.7538779119645
A,20,0,7,2392.8815702010343
A,18,1,3,3346.505508212592
A,21,1,6,3346.6446793473174
A,57,1,8,2766.153531634485
A,52,0,3,2943.7683550079237
A,49,1,3,3099.3389335597767
A,59,0,5,2692.5926633394456
A,51,1,5,2309.1599829449733
A,60,0,7,2980.390361476548
A,42,0,9,3032.516305239922
A,27,0,4,3680.523681826526
A,38,1,6,2609.0039641860703
A,63,1,6,3534.2480868905554
A,56,0,5,2426.465260536782
A,44,1,6,2327.698900150615
A,44,0,10,2849.5687776453624
A,19,0,4,2529.545494695139
A,58,1,3,2320.692096310778
A,65,1,8,3972.165157907387
A,30,1,6,2774.176181822029
A,26,0,7,4155.651793378124
A,69,0,5,2502.633100550712
A,53,1,6,2145.726716683501
A,39,0,2,3645.644859464162
A,59,1,4,2636.6716838698753
A,43,0,4,3069.4328990994095
A,29,1,5,2322.183257493559
A,34,1,6,2980.943429034978
A,31,0,6,2314.186965071454
A,31,1,3,2963.0463011445177
A,51,1,6,2763.03373025576
A,37,0,3,3115.133865193052
A,28,1,7,3312.845685554406
A,33,0,3,3120.5399995996104
A,68,1,6,3225.5232710810747
A,48,0,9,2945.483662300238
A,23,1,3,2782.3406492171816
A,36,1,5,3235.059341394784
A,54,1,7,2944.2760920609076
A,21,1,2,2963.345108942928
A,64,0,4,3198.872482723431
A,21,0,4,2483.392200988741
A,37,0,12,3714.8055470472164
A,27,0,3,2875.3217097218685
A,41,0,4,3062.0908079850356
A,52,0,7,2977.740276034711
A,43,0,6,3326.37157695106
A,54,1,9,3169.5908354854196
A,55,1,6,2975.0380265652525
A,38,1,3,3724.377058068436
A,57,1,3,1398.327195397657
A,56,0,1,3621.3371902334734
A,38,0,4,3460.1077025954796
A,27,0,4,2082.091683598777
A,55,1,2,3464.641608858626
A,63,0,2,3529.2337227797693
A,21,1,8,3280.8817449405283
A,62,0,8,2220.4562781592913
A,37,0,6,3341.326358782113
A,34,0,7,3503.5984280009643
A,24,0,1,2713.896752609564
A,21,1,6,3220.5669279930285
A,46,1,5,2823.396052240274
A,31,0,7,3442.6884952584214
A,20,1,11,2843.2466573861284
A,41,0,1,2709.941268576994
A,54,0,5,2980.3517286651404
A,33,0,5,2329.1739397583215
A,69,0,5,2930.7090083838193
A,21,1,3,3181.046368679119
A,41,0,4,3434.9796346831754
A,51,0,6,3124.4783693191
A,47,1,7,2283.699181456801
A,35,0,7,3676.1355691148815
A,36,1,2,3718.0792531871193
A,48,0,5,3056.283627635391
A,36,0,8,2624.0291894256725
A,66,0,6,2734.1910317692273
A,63,0,8,2898.2388011409575
A,36,0,4,3139.33422809883
A,39,0,4,2847.75735924513
A,41,1,3,2570.806233049412
A,62,0,2,3511.5049421082185
A,29,1,4,3128.6429440370503
A,47,1,5,2473.8139887820257
A,55,0,5,3145.6552281428953
A,48,1,3,3080.9354143895407
A,53,0,4,2640.9735440278046
A,36,1,3,3597.524879805493
A,65,0,9,3067.444603213658
A,62,1,2,2891.6891789589163
A,53,1,7,2958.259125962289
A,47,0,5,3221.9583979274134
A,66,1,6,2963.9082927349477
A,50,0,5,2959.728163480562
A,35,0,11,3532.9825341626897
A,69,0,3,2290.797836256367
A,66,0,3,2374.2234302025195
A,45,0,5,3388.4816799959685
A,64,1,5,4207.924893541817
A,28,1,3,3438.2477250760257
A,62,1,6,3932.104398036362
A,50,0,5,2782.814193142136
A,34,1,6,2681.459410831091
A,23,1,2,3228.266586623026
A,21,1,5,3476.824479913515
A,37,1,6,2344.2245493588225
A,65,1,2,2893.3908135850834
A,64,0,8,2986.4914161779734
A,44,0,5,2660.564892157313
A,32,1,5,2718.889086727128
A,23,0,12,3421.5346505295965
A,64,0,4,3234.8422405454116
A,31,1,7,3399.225710929727
A,28,1,5,3168.437345186387
A,56,0,3,2563.3716615737308
A,26,1,8,3211.551525919586
A,43,0,3,2523.9535488112456
A,33,0,3,2844.1233304828293
A,22,1,6,2481.8756725908875
A,69,0,4,2694.5561039645663
A,27,0,7,3045.239423677258
A,67,0,5,2771.2546977523393
A,20,1,4,2558.4187949877605
A,30,1,3,3568.89873579104
A,60,1,3,2940.20414131107
A,66,1,6,2736.035976783538
A,47,0,4,2458.800444649012
A,62,1,3,2064.0025574284255
A,23,1,7,2888.9764931344394
A,34,1,2,2310.8906482400143
A,62,1,7,3356.0182296804765
A,68,0,3,3014.7455972992643
A,36,0,6,3779.1803895690678
A,59,0,5,3111.537136618566
A,52,1,4,2636.671101370175
A,63,1,3,2059.996198815775
A,43,0,4,3403.2719318708782
A,68,1,6,2350.525869732305
A,22,1,6,2795.9277386551194
A,46,0,3,3837.044123277457
A,54,0,3,3305.491674524363
A,37,1,4,3194.9327272674705
A,66,1,7,3472.1612215600544
A,38,1,5,3453.524909452764
A,27,0,6,3790.473215977085
A,22,0,4,2698.9103247655657
A,53,0,2,2811.6579232846175
A,23,0,4,2538.8076854691562
A,43,1,6,2983.6511818080135
A,21,0,6,2933.883635414903
A,56,0,7,2122.523881332213
A,56,1,6,2673.0496214527266
A,67,1,2,3719.558267099483
A,52,1,6,3122.1042974435427
A,18,0,5,3357.699309043356
A,41,1,3,2939.7276660746593
A,53,1,6,2056.453237901079
A,23,0,6,2935.6820390852304
A,58,0,11,3520.8482787604894
A,63,1,5,2407.158104378045
A,61,0,7,3373.5194633718183
A,48,1,5,2149.084165353662
A,37,1,4,3010.0956191161654
A,41,0,1,3272.2592250733146
A,42,1,7,2843.943737865304
A,53,0,5,4236.235770226675
A,38,0,4,2753.404781455699
A,47,0,6,2710.791881160899
A,41,1,1,3102.2460209275023
A,61,0,3,2622.5134320813954
A,59,0,5,2279.3312030923444
A,47,1,8,2451.1651125388917
A,39,1,5,3378.9933797739477
A,45,1,2,2847.5302205623225
A,24,1,11,3851.0104752509633
A,52,0,8,2779.3818774637325
A,45,0,3,3355.255177366149
A,31,0,7,3255.420989730935
A,27,1,5,2771.9245964099896
A,33,1,3,2560.5955354170455
A,33,0,10,2134.098150537026
A,48,1,6,3276.5603898400464
A,59,1,7,3599.1298662750723
A,42,0,2,2205.034664122883
A,30,0,4,2814.777532501663
A,23,1,8,2666.5408349036256
A,61,1,6,3275.684575160104
A,26,1,4,2835.673656023666
A,62,0,7,3661.490285208908
A,53,0,5,2807.803404516575
A,60,0,5,2381.808270232048
A,37,0,4,2765.597337394594
A,35,0,7,2820.6926999206235
A,60,1,7,3263.0499727473307
A,38,1,5,2813.2404723172576
A,21,1,2,3220.0482567001886
A,67,0,5,2604.757863955491
A,50,0,1,2852.6616601026717
A,44,0,3,2607.4828616437394
A,24,1,11,2576.679205161931
A,23,0,4,3637.416778642006
A,32,0,6,2642.4352142703656
A,35,1,5,2826.1976089261175
A,49,0,11,3522.302229974715
A,28,1,5,3375.0006981357647
A,37,0,7,3820.603608330767
A,41,0,6,3241.400932252089
A,32,1,6,2699.8003051569713
A,65,1,7,4028.5723244779497
A,24,1,6,3291.040372277634
A,38,1,5,2922.652330599167
A,59,1,2,3028.73277485026
A,43,1,3,3089.6407897253575
A,61,0,2,2881.5940626053375
A,31,0,4,2312.0721990414163
A,54,1,6,3813.3605261232906
A,38,0,2,2989.082961912615
A,35,1,6,3091.7482563513217
A,22,0,6,4039.0720296972395
A,20,1,7,2658.3573683912073
A,40,0,5,3327.7426623570523
A,43,0,2,2603.8506582150085
A,54,0,2,3160.5105812727193
A,41,0,7,3100.752873125679
A,66,0,3,3395.3005485701583
A,36,1,8,3604.0843588451667
A,68,1,3,2710.239454400164
A,42,1,3,3708.337420361959
A,38,0,6,3743.7404692806563
A,29,1,6,2875.0073076532453
A,58,0,4,2996.708709298435
A,50,0,5,2752.8249400252807
A,67,0,7,2847.279393078181
A,21,1,5,2398.262172374966
A,59,0,5,3388.7678861645954
A,24,1,5,1974.8530537376141
A,39,1,4,2651.452574618657
A,50,0,6,2976.9189744652163
A,34,0,2,3649.8986652139697
A,41,1,4,2727.377715349047
A,51,1,5,3213.925835551289
A,45,1,7,2959.5079427748847
A,60,1,3,3472.559450236167
A,58,1,9,3187.7928744786855
A,56,1,2,3415.104694019861
A,39,0,3,2724.682542422705
A,66,1,6,2492.987552920832
A,34,1,5,3183.5641595266816
A,51,1,7,2756.1359904803694
A,23,1,2,3015.1619359249858
A,63,0,8,3158.637470132045
A,23,0,7,3620.9537653273624
A,51,1,2,3393.2853216949998
A,18,1,6,2659.495163613015
A,27,1,3,2427.4888811212213
A,38,0,4,3853.690552377224
A,22,0,5,2208.6701640128276
A,19,0,4,2773.7485761544744
A,39,0,6,3322.6224101610583
A,65,0,5,3819.380623475016
A,19,0,6,2905.1692374379027
A,27,1,3,3013.6714971354468
A,51,0,4,2562.4862892012875
A,33,0,3,3063.308056067602
A,65,1,4,2424.92301034956
A,68,0,4,2624.8575233906736
A,56,1,5,3381.9452770692405
A,39,0,4,2783.211591569037
A,29,1,6,3458.624461026535
A,41,1,5,2923.246436675445
A,64,1,7,2315.579953564593
A,57,1,5,3584.1826378556507
A,55,1,5,2342.336957474056
A,27,0,6,2699.1062455696924
A,52,0,3,2900.1504590309282
A,68,1,7,3502.9143103296037
A,66,1,6,2736.7575886548784
A,49,1,7,2536.641418764958
A,24,0,7,3081.336535780198
A,38,1,5,2893.0171383866905
A,37,1,5,2766.3047004804193
A,43,1,5,3108.242678243923
A,21,1,7,2398.201892303434
A,63,0,3,2139.0797295171596
A,69,1,6,4069.3650536341283
A,39,1,6,3052.0930466807886
A,32,0,3,3087.090440981135
A,57,1,8,2609.005309661461
A,38,1,7,3448.849421747005
A,32,0,3,2733.257369927077
A,39,0,4,1606.9261561097328
A,69,0,2,2716.4833297456844
A,45,1,4,2859.293461037775
A,31,1,3,2914.9581978327437
A,44,0,5,2900.494168627709
A,58,0,6,2677.5426915118614
A,57,0,6,2629.2394701483163
A,45,1,4,2851.0106666039846
A,43,1,4,2177.2619564820425
A,66,0,5,2021.201853094729
A,19,1,8,3049.0277449598193
A,42,0,5,3057.367437132495
A,20,1,8,3439.7002900269986
A,25,1,2,2872.217344814614
A,61,1,7,2403.1863934462353
A,50,1,11,2030.176592401017
