Group,Age,Gender,Frequency_of_Trips,Income
A,46,0,3,3014.185740592091
A,61,1,6,3422.2521535031933
A,32,0,6,2777.495026017165
A,62,0,6,3144.7784521057315
A,28,0,7,2825.6877735252
A,56,1,4,2925.3460112291673
A,26,0,7,3083.1747709476367
A,64,0,4,3491.949048688035
A,52,1,5,2973.0828294179464
A,27,0,5,2971.7024189247722
A,57,0,5,3156.749242245754
A,55,0,9,3439.2957192446297
A,46,0,4,2295.9778213289937
A,63,0,4,3121.955538278193
A,23,0,4,2334.4546259696162
A,36,1,6,3654.6053522433294
A,43,1,4,3169.373141574122
A,26,0,7,3613.2930290713075
A,58,0,4,2167.5817910340766
A,69,1,6,2915.5598396735213
A,65,1,4,3435.178472311195
A,62,0,8,3702.068329797329
A,30,0,0,3175.22215832085
A,43,0,6,2786.1858327496125
A,61,1,8,2865.037895596196
A,37,1,5,2478.9283302950253
A,19,1,7,3731.390024601118
A,21,0,7,3325.6501204103024
A,24,1,3,2910.355208542841
A,36,0,2,3271.9680847346235
A,52,0,5,2944.77346563986
A,28,0,8,2849.328126260749
A,36,1,7,2622.29226006725
A,49,1,1,2631.0407487068205
A,31,0,2,3190.341273467344
A,66,0,6,3523.7687535274094
A,22,0,3,2831.798474392763
A,42,1,11,2603.581283121112
A,31,1,8,3476.2279543449235
A,56,0,3,3039.5192423099475
A,29,0,6,1883.865933277427
A,66,1,6,2647.3666067378535
A,37,0,10,3234.2835359388437
A,35,0,7,2605.13334227907
A,18,1,8,3025.594068319877
A,60,1,3,2377.8782712844086
A,21,1,4,2794.2766549632283
A,29,0,1,2456.5479098697165
A,43,0,4,2384.1626017317417
A,49,1,6,2620.6790923887756
A,54,1,3,3436.3168820146243
A,32,0,4,3208.469424669626
A,69,1,6,4025.9115035592376
A,52,1,5,2701.11891642038
A,43,1,4,3509.5942091573174
A,32,0,3,3929.104418553513
A,25,1,9,3558.979631343691
A,45,0,9,3567.8529590248777
A,47,1,8,3060.40012887151
A,60,0,2,3115.7464580297296
A,61,0,6,2539.4495914651047
A,20,1,4,1663.972865717878
A,23,0,6,3102.1934249121928
A,48,0,3,2520.2398961825397
A,43,1,4,2787.4581679347557
A,25,0,8,2586.961464897142
A,56,1,6,3162.035986662149
A,46,1,4,2900.196949761875
A,34,0,3,3628.693562446844
A,33,0,7,2638.405706572605
A,66,0,3,3090.287312509099
A,62,0,7,2904.4482443329744
A,21,1,4,2852.888819686341
A,27,1,9,2961.49717015535
A,33,1,6,3760.248326699696
A,36,0,4,3421.543619648335
A,56,1,2,2771.8469898659655
A,67,1,2,2694.622269632047
A,30,1,5,2608.8270370585537
A,21,0,6,3057.8233511634216
A,49,0,5,2241.9136248168734
A,35,0,7,2892.237653214988
A,33,0,8,3191.033486832288
A,42,1,3,2637.2730688117485
A,67,0,5,3020.325307100163
A,33,1,6,3132.7000894503944
A,39,0,9,2118.9023860689513
A,41,1,2,3103.214226915416
A,45,0,4,2770.5681862605707
A,40,1,4,3923.7400601889594
A,38,1,9,3099.055429093849
A,26,0,7,2540.547714726577
A,19,0,9,2091.474542728778
A,55,0,8,2975.2175724019617
A,45,0,6,3653.037738282743
A,43,0,5,2697.467577668697
A,44,0,10,3157.3029969778922
A,42,0,5,3370.1365499018066
A,38,0,2,3343.9245680746035
A,55,1,3,2997.9764326855525
A,42,1,2,2670.875027297418
A,55,0,4,2870.164132736364
A,63,1,6,2465.0906499000816
A,28,1,7,2528.623873418399
A,45,0,5,3494.862740370979
A,66,0,4,3167.5633846938717
A,53,1,6,3143.813893474601
A,21,0,2,2641.3394317629654
A,36,1,9,3598.6464153436737
A,41,0,8,2883.781623506254
A,39,1,4,3065.6124719733466
A,65,0,3,3582.4303912847786
A,42,1,6,2638.6549443806784
A,25,0,5,2682.3375383780276
A,68,1,6,3516.792971753191
A,37,1,3,3406.9579873513308
A,18,0,7,3171.829976173596
A,21,1,8,1911.1283829286365
A,29,1,6,3639.559593839468
A,42,0,2,2695.0054501347204
A,38,1,6,2710.041666573952
A,36,1,9,2899.9434768890515
A,51,1,5,2401.067347292583
A,23,0,8,3609.2326946334815
A,69,1,7,3086.108204339327
A,52,0,1,3349.690453015295
A,20,1,3,2612.7033979651783
A,50,0,7,3493.308672503499
A,26,1,2,3711.843345365529
A,24,0,4,2362.738371388801
A,58,1,4,2437.502922145827
A,44,1,3,2597.39635326486
A,18,0,6,3462.3745647477995
A,57,1,4,3090.4990930412414
A,35,1,5,2966.8732161145945
A,52,1,4,3183.6328889012125
A,34,0,2,3966.0714730574796
A,56,0,3,2127.1331113917554
A,28,1,4,2845.032736324039
A,54,0,3,1461.8081406898339
A,62,1,1,3253.3096629240617
A,28,0,6,3543.5051063308165
A,20,0,4,2846.668547556256
A,30,0,6,3326.390258812558
A,69,1,5,2232.025265303178
A,45,1,5,3239.3275614193103
A,55,0,9,4227.336795277289
A,64,0,6,2809.015239413316
A,51,0,6,3208.738440045219
A,45,0,4,2705.0375776680066
A,19,1,6,3087.994072463035
A,63,0,5,3553.878493081173
A,19,0,10,3299.621480919007
A,54,0,12,2948.829058395795
A,33,0,6,2940.5457215149654
A,25,1,1,2399.186229955222
A,57,1,3,3509.0734903639345
A,28,1,3,3374.569713034204
A,62,1,3,2372.2811360675487
A,32,0,8,3087.942721677989
A,21,1,9,2536.567457508283
A,40,1,3,2772.226745569709
A,25,0,3,3405.805346776994
A,33,1,3,3494.815949431298
A,33,1,3,3355.569461515166
A,41,1,3,2864.687301390306
A,27,1,9,3230.278506935412
A,51,1,3,2613.705684032869
A,35,1,2,3376.3884417574845
A,33,0,7,2990.867038946881
A,53,0,6,2762.588817770988
A,69,0,9,2635.5986340810273
A,68,0,5,3339.2198919275975
A,25,1,3,2931.5568014289174
A,37,1,6,2755.2039031578793
A,40,1,6,2753.2903710766514
A,57,1,5,2378.3323834468224
A,31,1,5,3083.2627340582117
A,33,0,1,3143.6631060914146
A,55,0,4,2259.1615395587423
A,35,0,7,2461.974636248574
A,57,1,3,2175.9230219749284
A,68,0,5,3602.3077060905025
A,47,1,8,3309.1679842942126
A,53,0,4,3551.9970528460854
A,53,0,9,3810.1348720218953
A,56,1,4,3219.6215903692273
A,57,0,3,2969.9592602482485
A,58,1,7,3097.607790010936
A,18,0,7,2677.63461215018
A,34,1,3,2598.210976275028
A,45,0,4,2789.7560643922925
A,24,1,8,2875.9346662312046
A,37,0,7,2169.9039201365417
A,59,1,7,2381.787916498715
A,41,0,3,2364.846052566314
A,18,1,7,2343.891717588721
A,35,1,6,3318.657812513481
A,43,0,6,2832.804617920203
A,31,1,2,2903.6182051384135
A,36,1,5,3191.394209571094
A,35,1,10,3411.416756359533
A,62,1,7,3227.824188905418
A,24,1,10,3818.860031445612
A,19,0,0,3019.787640625307
A,24,0,8,3098.6415437978126
A,45,0,5,2697.3753530033678
A,45,1,4,2052.887021951392
A,59,1,5,3039.495134092898
A,34,1,6,3431.9421600903356
A,47,1,7,2628.856852267635
A,38,1,5,2744.6022845583666
A,54,0,2,3480.182736108629
A,26,1,4,2975.5064140180307
A,53,0,5,2538.3280868413867
A,69,0,3,2521.0306223919742
A,39,1,3,3328.1515124141783
A,32,1,7,2934.413638935391
A,31,0,11,2927.3310184121765
A,44,0,6,2310.142808149437
A,35,1,12,3238.503802042048
A,27,1,7,3516.238740590631
A,65,0,3,2818.7932353387605
A,39,0,6,3204.6627756004395
A,40,0,3,2796.5602759988815
A,69,0,5,3296.9313705154777
A,59,0,4,3246.923885821107
A,58,1,6,2807.8455055535046
A,65,1,13,1936.3733437387625
A,22,1,3,2600.271873867322
A,68,0,4,3172.307298409915
A,42,1,5,3441.988689372637
A,18,1,3,2697.6320561680636
A,41,1,8,3672.265001588117
A,50,0,4,3746.892517329983
A,54,1,3,3349.168617594936
A,24,1,6,2432.006151980126
A,41,0,6,3355.6798784560533
A,32,1,2,2730.7990266086836
A,28,0,5,2703.380522790828
A,61,0,4,3226.4869770050277
A,34,0,3,3214.279060522882
A,66,0,3,3228.0190042422737
A,40,0,4,3328.469908194915
A,66,1,11,2971.5317518177803
A,21,1,5,2275.575408567887
A,48,1,6,4041.352891148231
A,51,1,4,2804.5399797264827
A,27,0,3,2643.5967661975264
A,54,1,6,2392.573628114294
A,27,1,5,3075.8433503444153
A,59,0,10,3017.849741140131
A,28,0,6,2939.8403638800187
A,48,0,6,3749.1904954453366
A,27,1,6,3329.287458030627
A,60,0,6,2491.1567469387987
A,55,0,6,4036.941314001661
A,59,0,5,2242.372814678031
A,25,0,11,2942.1257474233944
A,28,1,6,2634.8892139014733
A,37,1,3,3185.239674271788
A,41,0,2,3318.0687272778287
A,68,1,4,2793.5489855799447
A,24,1,9,3525.227345922654
A,38,0,8,3099.534207043013
A,61,0,10,3730.501942968659
A,23,1,9,3464.538010438586
A,48,0,3,2764.3747146913092
A,29,1,5,3527.586402060254
A,54,0,4,2677.3778225943497
A,30,1,5,3313.252212635266
A,66,1,6,3263.245923505682
A,48,1,6,2741.48100245068
A,26,1,1,2002.8336399096443
A,44,0,6,3738.8555864771683
A,69,0,8,3209.4192212329726
A,34,1,6,3010.2762615224788
A,68,0,3,3009.3683140989187
A,68,0,4,3487.3882420270647
A,25,1,5,4092.638335940701
A,44,1,7,3451.374220838066
A,57,1,7,3183.7786668288563
A,32,1,3,3142.9830092219418
A,56,1,5,3182.0145875470844
A,23,1,2,2498.106985604465
A,49,1,4,3292.516149927394
A,65,0,10,2344.7062506089696
A,25,0,2,3220.9392906114763
A,52,1,6,2764.19113495541
A,48,0,3,3432.8690433886363
A,59,1,6,3190.3386704256945
A,43,1,7,2824.599448233906
A,59,0,4,2494.7340771198974
A,41,1,5,3738.0964187818527
A,68,0,3,2956.8181288094543
A,19,1,8,3869.913622615424
A,58,1,4,2384.459007257361
A,18,0,5,2873.532889469072
A,27,1,1,1874.6578086353525
A,67,1,5,3378.122021507906
A,40,1,5,3419.0903324173128
A,50,1,4,2697.449783359832
A,61,0,3,2672.815262313982
A,54,0,5,2805.784966078981
A,28,0,7,2880.0586489809557
A,37,0,7,2720.250528127672
A,43,0,6,3540.459088721992
A,63,0,7,2765.5749382234358
A,64,1,3,2051.8400131276976
A,19,0,5,2872.569923518615
A,42,0,4,2743.792579188456
A,21,1,5,2346.096714927123
A,36,0,2,3094.5499015800815
A,30,1,3,2036.974241315866
A,36,1,4,3190.4375478252755
A,30,0,3,2983.4729007018555
A,29,1,1,2718.325551177359
A,19,1,3,2427.041906083383
A,54,0,3,2268.3135005350114
A,67,1,4,3440.851222560874
A,40,0,8,2850.2625883714195
A,36,1,6,2160.644933527487
A,20,1,7,2994.106452114264
A,41,1,2,2863.4057238906953
A,40,0,4,3706.4866323295278
A,21,1,7,2794.0255111281804
A,35,0,5,3489.7010029093
A,29,0,5,2890.6122918774386
A,52,0,7,2409.186112031355
A,44,1,4,3235.7729127072794
A,60,1,9,3608.806191995134
A,31,1,5,3453.4446079789886
A,48,0,4,3156.9810859599
A,20,0,3,3498.6433117596357
A,22,0,4,3085.16261421324
A,46,0,5,3040.9613699898655
A,56,1,6,2263.694722818026
A,69,0,4,3106.1550920417135
A,34,0,5,3753.9764367133475
A,36,1,4,2181.9912186844103
A,52,1,4,2343.91427852941
A,50,0,4,2836.4585014319846
A,25,1,5,2322.1386920394707
A,69,0,3,3342.140106284282
A,54,1,2,2136.228796565819
A,52,1,3,3340.2982113883904
A,37,1,1,3502.1707734694096
A,34,0,6,3328.451236520686
A,62,1,6,3010.2175309000645
A,30,0,10,3267.1355094714568
A,21,0,5,2422.3494136067293
A,67,1,7,3129.855936358848
A,47,0,3,2690.802745153756
A,23,0,6,3445.3858601509855
A,19,1,1,3355.1145554450886
A,32,1,4,2594.80806924997
A,51,0,4,3175.8293696377386
A,69,0,4,3196.5579382793035
A,37,0,7,2762.9632247607065
A,33,0,5,3011.227713931899
A,60,1,4,3255.7699586608082
A,66,0,5,2771.64604291021
A,46,1,8,2557.0711186867115
A,44,0,8,3113.92168057212
A,18,0,5,3741.6950426331796
A,30,1,4,2923.7115610295905
A,57,1,9,2823.9117347647616
A,49,1,6,2603.6951022362646
A,20,0,2,3575.0375410073657
A,31,1,3,3437.594727648315
A,45,0,3,2926.8903834011976
A,63,0,6,2606.31147712144
A,43,1,3,2601.6821219215276
A,38,0,4,2572.285483780107
A,63,0,4,2753.3669592740016
A,68,0,1,2719.615496885071
A,28,1,4,2630.956760657697
A,44,0,4,3557.5636022839044
A,61,0,6,3792.6322987701906
A,18,0,3,2455.339228391781
A,50,0,1,2714.3247466265043
A,63,1,7,2526.0468432436855
A,35,1,3,3159.242363627011
A,19,0,10,2830.1008196815033
A,21,0,3,2484.688393446336
A,67,0,4,3826.306002256806
A,21,0,3,3243.8505747927684
A,34,1,2,2510.2763794478906
A,65,1,4,3753.353119292906
A,33,1,5,2426.573905038133
A,26,1,10,3307.2257679542954
A,43,1,3,4208.92064427047
A,27,1,5,2934.4035664637045
A,24,0,5,2855.855759995115
A,26,0,3,3083.798261709426
A,65,0,6,4112.745048089849
A,44,1,5,3738.1116340850203
A,49,0,2,2778.306124842527
A,66,0,3,3152.266432795977
A,40,0,5,3461.4560995537986
A,44,1,8,2785.507508726885
A,42,1,11,2434.203555343514
A,46,0,6,3542.174249028193
A,41,0,7,3254.8805414296075
A,33,1,10,3159.4324016951236
A,33,1,9,3553.433122454833
A,45,0,5,2427.357936579679
A,37,1,4,2884.1442451530465
A,36,1,5,4319.093770331913
A,27,0,2,3283.8250434458087
A,43,0,5,3314.006694958002
A,19,0,6,3052.921212595815
A,20,1,5,2079.436283268662
A,56,0,3,2591.002203998635
A,19,0,7,3456.72690283665
A,42,1,6,2729.0866274451355
A,62,1,3,2915.034274215289
A,21,0,2,3145.6972340799557
A,32,0,10,2511.5531000099213
A,35,0,6,2358.777538041857
A,24,1,1,2993.714131200345
A,44,1,6,2814.6086520224508
A,35,0,4,3113.9036980489263
A,24,0,6,2284.0962223833676
A,46,1,9,2732.6419123785104
A,58,1,8,3344.465963180153
A,61,0,5,4472.902886441629
A,50,1,3,3059.655694224087
A,19,1,4,3335.421174211913
A,35,0,4,3243.7925578704144
A,63,1,5,3146.729345457159
A,40,1,3,3341.0143163869425
A,23,1,4,2520.5720410387153
A,60,1,7,2821.4169350056336
A,42,0,7,3124.94830708862
A,36,1,4,2516.813717454872
A,25,1,5,3216.6640489454367
A,54,0,5,2041.780352028241
A,43,1,4,3406.088229578537
A,46,0,7,2924.795005674816
A,45,1,3,3347.055412409855
A,24,1,2,3498.456240046518
A,53,1,0,3704.8534949670484
A,32,0,10,3134.342165672119
A,50,1,3,2133.3791319025163
A,22,0,6,2119.3307039172205
A,46,0,6,2367.6613264386524
A,34,1,2,3360.121929974925
A,62,1,2,2295.6814679987892
A,44,0,5,2882.894894631077
A,34,0,5,2788.901759084944
A,68,0,3,3180.429297989491
A,21,0,4,3357.6213662272653
A,66,0,5,3047.458756118022
A,29,0,7,3400.8779868753822
A,40,0,3,2449.680327576793
A,67,0,5,3510.4009832078027
A,28,0,9,3065.7186369890564
A,53,1,6,3379.81087689998
A,29,0,9,2741.4056038987387
A,26,0,8,1974.615175029579
A,41,0,6,3332.8046384015915
A,35,0,3,2928.2859655055126
A,44,1,5,3600.9167754422697
A,26,0,6,3210.9303529409917
A,50,1,6,4475.95690176125
A,23,1,3,3635.4424669252767
A,68,1,3,2875.727220072477
A,50,1,8,2207.5600441052557
A,57,0,1,2564.2980532109937
A,23,1,4,2531.2005174439096
A,21,0,3,2739.489691533807
A,20,0,1,2937.333062869501
A,30,0,4,3158.883721480834
A,43,1,2,3687.067136490302
A,51,1,5,2564.599874592437
A,30,0,2,2305.745507227023
A,64,1,6,3415.4966483063695
A,25,1,10,3666.135930443422
A,29,1,4,2754.766782810502
A,25,0,6,3520.5635313339244
A,36,1,5,3385.132930632472
A,58,0,4,2145.8101686789214
A,27,1,6,2681.675819918437
A,49,1,6,2761.6224208737012
A,38,1,8,3994.301592112126
A,40,0,6,3254.3030530131814
A,44,1,5,2748.2999425634393
A,42,0,9,2651.4287349486226
A,24,0,2,2215.0386228127386
A,59,1,5,3533.0676492928023
A,52,1,4,3197.812762685743
A,19,0,3,3309.723116893913
A,45,0,7,2357.2114394287114
A,24,1,5,3367.8979401001607
A,59,1,4,2880.9626109970363
A,57,1,2,2636.4359912617792
A,29,0,6,3256.5500397515984
A,69,1,7,2399.9555078997796
A,34,1,4,3089.519127321704
A,39,0,3,2867.2746687759172
A,26,0,7,3536.262673340629
A,69,1,9,3445.9457190524254
A,20,0,6,3045.433053508652
A,39,0,3,3140.4624962249754
A,53,1,8,3299.3024430094965
A,56,1,10,2995.4497179924815
A,35,0,5,2591.1502538633595
A,34,0,5,2758.5437981414534
A,44,1,7,2389.7116408121983
A,52,1,1,3462.704216665161
A,49,0,5,3198.9516371641616
A,20,0,5,2788.462045772062
A,30,1,5,2637.569431373989
A,34,1,4,3118.160932748217
A,35,0,6,2293.5095589953717
A,68,0,7,2465.661438682879
A,34,1,8,2990.206746973473
A,65,1,6,4220.551711271748
A,33,1,4,3226.197046728902
A,39,1,2,3092.6495988723213
A,42,0,5,2414.6091142681325
A,18,0,5,2533.4833178200497
A,44,1,6,3678.1561086809234
A,31,1,4,2769.053878108832
A,45,0,7,3035.3271582282123
A,64,1,5,3295.904662650471
A,53,0,4,2789.976864686335
A,69,1,3,2746.1523348539818
A,60,1,3,2137.610080185517
A,67,0,5,2392.0967806697213
A,49,0,4,3293.4105115785105
A,46,0,3,2780.7305951249623
A,34,1,4,3334.2485524193553
A,45,1,7,2207.6054046474633
A,58,0,7,3405.662909492401
A,38,0,1,2980.1726254099053
A,41,1,4,2264.6683743295075
A,63,0,9,3564.5953252271506
A,52,1,14,2296.6699103253072
A,37,0,3,3538.650638739792
A,69,0,7,2983.842510759846
A,39,1,4,2553.1669688221627
A,21,1,4,3924.202201141587
A,33,0,4,3202.614808650381
A,38,1,6,3607.366278585632
A,61,1,11,3216.296064014912
A,38,1,7,2891.778053527959
A,57,0,8,2564.628522770854
A,58,0,2,2909.400216985484
A,28,1,5,3081.709950512939
A,54,1,5,3408.307646818144
A,61,0,2,2803.429426074107
A,39,1,3,3256.7721744987975
A,37,0,6,3839.247410100123
A,19,0,7,3079.1039137001776
A,60,0,4,2020.4667246193894
A,28,0,5,3024.2520947485436
A,38,0,5,2952.651637847961
A,50,1,2,2936.8262649734397
A,66,1,3,2202.166043727972
A,34,1,6,3138.2337790740185
A,53,0,8,2734.0551172888763
A,31,0,8,2947.234454652639
A,54,1,4,3474.001890863232
A,48,1,3,2594.2372279495758
A,21,0,6,2948.8028785213683
A,23,0,6,2898.869176421953
A,67,1,4,2917.113818914815
A,38,1,3,2778.1294615694
A,30,0,4,2805.0333025554305
A,55,0,2,3837.531171888462
A,32,0,7,2788.5637729446707
A,22,0,5,3135.3595948108564
A,55,0,7,3052.4792671785613
A,41,1,5,3036.424852670164
A,35,0,6,3240.118534258555
A,46,1,5,2683.520446497143
A,49,0,5,3700.70841966686
A,24,0,8,2539.9728521568372
A,47,0,7,2917.733747425369
A,55,0,3,2406.718775520926
A,43,0,5,3448.5198527168236
A,25,0,6,2539.4088187159837
A,42,1,5,3377.849965343412
A,47,0,6,3132.449026771449
A,41,0,4,3088.09442870568
A,47,0,4,3558.120573450285
A,22,0,7,2697.744814346427
A,21,0,7,3733.4972995469534
A,68,0,5,2808.012593676506
A,59,0,8,3215.854826248169
A,26,1,7,2903.311674030458
A,50,1,6,3308.619176757739
A,68,1,6,2498.643476439809
A,46,1,6,3053.557288306678
A,48,1,6,3009.109615206907
A,61,1,5,3218.0333708830863
A,36,1,4,3202.7364629166937
A,62,1,5,2569.7147107678484
A,64,0,6,3653.110049750568
A,19,1,10,2971.230530923841
A,37,1,3,3365.249340850166
A,29,1,4,2369.559009523924
A,67,1,3,2792.6675081527496
A,38,0,7,3539.3050072754836
A,48,1,3,3817.674677132255
A,53,0,4,3212.1648987186563
A,37,1,5,2955.9566766619437
A,61,1,4,2468.86900495389
A,37,0,3,3398.6441996606113
A,62,0,3,3153.26223750191
A,53,0,6,1823.3716525780328
A,63,1,6,2133.605171077026
A,35,0,5,3175.1330549058825
A,23,0,3,2583.9046950523266
A,50,0,4,2480.2148158589007
A,27,0,4,2947.9754226520736
A,35,0,6,3171.6017518875074
A,68,0,4,3715.2185835995915
A,51,0,4,2591.291479914485
A,32,1,5,3217.9043502587383
A,20,0,4,2486.6956803977682
A,25,1,4,2752.4232137426216
A,68,0,6,3094.446214408044
A,28,1,7,2926.176150105888
A,63,0,5,2316.9166398450034
A,49,0,4,3256.727807289427
A,65,1,11,3370.6196598937536
A,59,1,6,4179.638975951002
A,34,1,2,3110.9568694840605
A,64,0,8,3086.8681897198453
A,47,1,4,3151.630816790661
A,60,0,5,2317.9186441828206
A,25,0,5,2352.1761324325225
A,57,0,7,2958.694961146372
A,24,0,4,1851.4925204356537
A,37,0,2,2434.6402581917064
A,29,0,5,2751.2128336020232
A,38,0,6,3504.4058990608064
A,45,1,3,3129.6760857922663
A,45,0,5,2241.0364377707497
A,33,0,5,2979.8631985415377
A,65,0,5,3291.7204260779317
A,27,1,6,3357.0879795956544
A,39,1,4,3522.754865719962
A,24,1,4,3599.0263569078315
A,21,0,7,3284.951692673039
A,41,0,7,3243.5468938243494
A,51,1,6,3116.2772712797105
A,58,0,5,3421.1903258311836
A,64,1,3,2606.0772602288152
A,31,1,6,2897.791192530279
A,61,0,5,2650.309727994399
A,66,1,6,3216.773967097052
A,34,0,4,2870.5764206700096
A,62,1,12,3506.7194782906263
A,25,0,5,3026.11836249094
A,59,1,4,3531.7601260553156
A,30,1,8,1944.409467958675
A,24,0,3,2640.088036748789
A,20,1,5,3469.0845920231995
A,41,1,7,3010.161874828036
A,64,1,3,3527.9374906218873
A,41,0,5,3125.451246368333
A,24,1,5,2533.0731142372897
A,47,0,4,3896.7214178794834
A,22,1,3,2668.2758823912095
A,57,1,4,2627.179693201646
A,38,1,2,3409.8446165889163
A,66,0,4,2544.299681788997
A,25,1,5,2353.3956459314195
A,24,0,7,2616.170656477319
A,56,1,4,3410.082395209809
A,19,0,5,4069.786831424208
A,60,1,4,3002.4428249416264
A,29,1,1,2637.925761113817
A,45,1,10,3617.3025853239833
A,61,1,5,2692.3574477435855
A,36,0,7,2777.930159582383
A,45,1,5,3208.2930513526567
A,52,0,6,3570.5504072538174
A,29,0,3,3035.259876659177
A,45,0,5,2822.6420462009955
A,43,1,2,4160.642666573476
A,55,0,4,2664.65402071788
A,23,0,3,2720.1334061323687
A,36,0,4,2805.8400634932777
A,44,0,5,3275.5696793808784
A,26,0,5,2766.4416813922458
A,58,1,5,3408.628276057654
A,67,1,3,2974.100052754873
A,27,1,5,2840.470070518651
A,27,1,8,2719.0034422318167
A,50,1,7,2987.433988104959
A,35,0,3,3223.559434763562
A,27,1,3,2982.4335376987706
A,24,1,9,3116.259506776228
A,57,0,4,2612.419354691385
A,49,1,3,2642.007676062004
A,60,1,2,2997.6178819750226
A,23,0,2,3059.789905852029
A,36,1,7,3023.8895130647634
A,58,1,2,2704.8419857129843
A,60,1,7,3036.439417796287
A,51,1,4,3012.706985183887
A,60,0,8,2939.420102551781
A,22,1,14,2673.899738060253
A,36,1,4,3259.6256762466082
A,66,1,6,2994.079900349986
A,67,0,7,2624.873571012765
A,31,1,7,2937.508457117191
A,27,1,6,2708.622025725753
A,66,1,8,3001.5780862164493
A,28,1,4,3714.131267403257
A,48,0,4,3073.9354104097542
A,19,0,3,3100.73765170027
A,27,0,3,3712.1620060489813
A,38,0,6,3135.5359210750175
A,18,0,5,3216.866195783162
A,63,0,8,3072.165171011767
A,48,1,7,2807.6322903211676
A,28,1,5,3224.0439792889406
A,60,1,5,3851.082629267158
A,27,1,5,2339.577869012046
A,37,0,4,2771.39723381827
A,38,1,2,2573.5009812356097
A,54,0,1,2629.3665000013716
A,54,0,4,3611.7184551828223
A,31,1,5,2920.882852058192
A,22,0,2,3361.483408853533
A,23,1,4,2666.484277357557
A,41,0,5,2677.5767550902747
A,33,0,6,2491.155999609209
A,40,0,7,3722.521369225093
A,64,1,9,3387.5548594586917
A,55,1,5,2474.745082005489
A,69,1,3,3571.134052399695
A,33,0,5,2870.249984381651
A,68,0,5,3226.608981260896
A,69,0,3,3023.505819274925
A,30,0,6,2281.6890880867318
A,68,1,5,2586.1283600246766
A,62,1,12,3676.9720552702356
A,25,1,4,3469.6498955143397
A,55,0,3,2489.1704162735487
A,49,1,6,3103.9921114433105
A,39,0,4,2892.6763562491005
A,34,0,5,3570.9770574000786
A,22,0,2,2897.5616362257965
A,25,1,10,2615.9175108143613
A,67,0,3,3368.544282182607
A,47,0,3,3594.552271314801
A,36,1,7,3196.7706435782593
A,29,0,2,3286.051156907626
A,42,0,5,2402.4121984142
A,61,1,3,2361.041135024758
A,30,0,1,2325.001177216293
A,21,0,5,3525.3967486729675
A,27,1,5,2806.3836423307084
A,65,0,3,3413.1500975648887
A,45,0,9,2699.872483115924
A,22,1,6,2992.7283096964798
A,45,0,3,2597.1575425446517
A,61,0,4,2836.2150781643445
A,48,0,6,2145.2098079970865
A,33,0,2,2841.1766046290386
A,40,1,5,2797.0276115462757
A,46,1,5,2152.5459938274225
A,64,1,4,3212.394547267624
A,38,1,4,3287.141457114316
A,19,1,4,2668.9799478133946
A,40,0,5,2397.3817544659287
A,33,0,4,3865.200606840179
A,28,0,3,3128.0813243028592
A,26,0,8,1809.9908492826335
A,19,1,3,2785.836462305697
A,35,0,4,2674.2026393066035
A,30,1,6,2637.2770318439752
A,62,0,8,3546.093075979695
A,25,1,3,3126.4771786326028
A,27,0,5,3317.6540767562665
A,44,1,3,2931.046937199967
A,34,1,3,3426.6757596461393
A,41,1,5,2813.348302005585
A,38,0,4,3116.4231098624527
A,18,0,6,3243.6513673962945
A,33,1,7,2688.535990332488
A,60,1,10,1951.6994006949901
A,50,0,2,2153.398219693488
A,23,1,5,4155.952499852291
A,29,0,8,3325.5619283444903
A,49,1,6,3349.094047455312
A,65,0,5,3710.7389484179007
A,28,1,3,2437.5457192407303
A,35,1,1,2637.8478291372667
A,19,1,2,2447.6038020001743
A,49,1,5,4178.293206653569
A,66,0,3,2501.081477559132
A,66,0,4,3627.1237690194903
A,37,0,6,2670.5470903534315
A,38,0,5,3042.6497120063973
A,53,1,6,3635.157315694932
A,55,0,9,3142.996417635604
A,44,0,6,2934.1749969973043
A,64,0,8,4134.190315651725
A,28,1,6,2083.045003600956
A,35,0,6,2527.960472876908
A,34,0,5,2845.1949437464227
A,51,0,8,3522.138716252763
A,62,0,5,2748.185654765777
A,43,1,4,3483.8581766257016
A,23,0,3,2138.7869063213443
A,60,1,5,3574.1418625137985
A,47,0,10,3446.7830623242285
A,69,1,2,2462.6260561474382
A,56,1,8,2982.7527290901653
A,67,0,11,2865.2957423217854
A,49,0,6,3225.082005057562
A,34,0,4,3580.5874176951165
A,30,1,5,2658.4821309402205
A,63,1,3,3184.7359951118287
A,58,0,6,3122.8155067116595
A,30,1,9,3062.488488280583
A,23,0,5,3727.670189381805
A,39,0,3,3080.2714755486227
A,50,0,8,2392.5022915139425
A,50,0,7,3368.9197430962445
A,21,0,6,3800.479407373649
A,31,1,7,3069.9991109048065
A,67,1,3,3676.026441077834
A,65,0,7,2790.3337974021642
A,52,1,2,3207.136014710907
A,44,1,7,2218.6393657257386
A,23,1,3,2695.0895314946692
A,18,0,3,3084.3314060196576
A,60,0,2,3334.8642124690723
A,45,0,9,3218.316464258137
A,46,1,2,3640.1605899291126
A,49,1,5,2235.5094830043026
A,45,0,7,3734.8732161680155
A,44,1,5,2643.153608088167
A,27,1,3,2385.6939909642088
A,35,0,10,3518.499038716882
A,21,1,7,2443.774928306074
A,55,1,4,3706.7953903611206
